q,method,fdp,end_to_end_power,discoveries,delay_days,seed
0.175,SAFE-ALPHA,0,0.5,8,429.75,316104
0.175,Matched terminal weighted e-BH,0,0.375,6,1176.5,316104
0.2,SAFE-ALPHA,0,0.5,8,427.875,316104
0.2,Matched terminal weighted e-BH,0,0.4375,7,1181.85714286,316104
0.01,SAFE-ALPHA,0,0,0,,316105
0.01,Matched terminal weighted e-BH,0,0,0,,316105
0.025,SAFE-ALPHA,0,0,0,,316105
0.025,Matched terminal weighted e-BH,0,0,0,,316105
0.05,SAFE-ALPHA,0,0.0625,1,1216,316105
0.05,Matched terminal weighted e-BH,0,0.0625,1,1229,316105
0.075,SAFE-ALPHA,0,0.0625,1,1161,316105
0.075,Matched terminal weighted e-BH,0,0.0625,1,1229,316105
0.1,SAFE-ALPHA,0,0.0625,1,1111,316105
0.1,Matched terminal weighted e-BH,0,0.0625,1,1229,316105
0.125,SAFE-ALPHA,0,0.125,2,633.5,316105
0.125,Matched terminal weighted e-BH,0,0.125,2,1221.5,316105
0.15,SAFE-ALPHA,0,0.1875,3,542.666666667,316105
0.15,Matched terminal weighted e-BH,0,0.125,2,1221.5,316105
0.175,SAFE-ALPHA,0,0.1875,3,532.666666667,316105
0.175,Matched terminal weighted e-BH,0,0.125,2,1221.5,316105
0.2,SAFE-ALPHA,0,0.1875,3,451,316105
0.2,Matched terminal weighted e-BH,0,0.1875,3,1234,316105
0.01,SAFE-ALPHA,0,0.25,4,648.5,316106
0.01,Matched terminal weighted e-BH,0,0.25,4,1236.5,316106
0.025,SAFE-ALPHA,0,0.375,6,651.833333333,316106
0.025,Matched terminal weighted e-BH,0,0.3125,5,1229,316106
0.05,SAFE-ALPHA,0,0.5,8,685.375,316106
0.05,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,316106
0.075,SAFE-ALPHA,0,0.5,8,601,316106
0.075,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,316106
0.1,SAFE-ALPHA,0,0.5,8,581,316106
0.1,Matched terminal weighted e-BH,0,0.5,8,1202.75,316106
0.125,SAFE-ALPHA,0,0.5,8,561,316106
0.125,Matched terminal weighted e-BH,0,0.5,8,1202.75,316106
0.15,SAFE-ALPHA,0,0.5,8,523.5,316106
0.15,Matched terminal weighted e-BH,0,0.5,8,1202.75,316106
0.175,SAFE-ALPHA,0,0.5625,9,569.333333333,316106
0.175,Matched terminal weighted e-BH,0,0.5,8,1202.75,316106
0.2,SAFE-ALPHA,0,0.5625,9,561.555555556,316106
0.2,Matched terminal weighted e-BH,0,0.5,8,1202.75,316106
0.01,SAFE-ALPHA,0,0.375,6,966,316107
0.01,Matched terminal weighted e-BH,0,0.375,6,1221.5,316107
0.025,SAFE-ALPHA,0,0.4375,7,870.285714286,316107
0.025,Matched terminal weighted e-BH,0,0.4375,7,1214,316107
0.05,SAFE-ALPHA,0,0.4375,7,806,316107
0.05,Matched terminal weighted e-BH,0,0.4375,7,1214,316107
0.075,SAFE-ALPHA,0,0.5,8,774.75,316107
0.075,Matched terminal weighted e-BH,0,0.5,8,1204.625,316107
0.1,SAFE-ALPHA,0,0.5625,9,776,316107
0.1,Matched terminal weighted e-BH,0,0.5625,9,1199,316107
0.125,SAFE-ALPHA,0,0.6875,11,795.090909091,316107
0.125,Matched terminal weighted e-BH,0,0.6875,11,1178.54545455,316107
0.15,SAFE-ALPHA,0,0.75,12,780.166666667,316107
0.15,Matched terminal weighted e-BH,0,0.75,12,1171.5,316107
0.175,SAFE-ALPHA,0,0.75,12,749.333333333,316107
0.175,Matched terminal weighted e-BH,0,0.75,12,1171.5,316107
0.2,SAFE-ALPHA,0,0.75,12,716,316107
0.2,Matched terminal weighted e-BH,0,0.75,12,1171.5,316107
0.01,SAFE-ALPHA,0,0.0625,1,1111,316108
0.01,Matched terminal weighted e-BH,0,0.0625,1,1229,316108
0.025,SAFE-ALPHA,0,0.125,2,856,316108
0.025,Matched terminal weighted e-BH,0,0.125,2,1244,316108
0.05,SAFE-ALPHA,0,0.1875,3,916,316108
0.05,Matched terminal weighted e-BH,0,0.125,2,1244,316108
0.075,SAFE-ALPHA,0,0.25,4,879.75,316108
0.075,Matched terminal weighted e-BH,0,0.1875,3,1224,316108
0.1,SAFE-ALPHA,0,0.25,4,837.25,316108
0.1,Matched terminal weighted e-BH,0,0.25,4,1217.75,316108
0.125,SAFE-ALPHA,0,0.25,4,792.25,316108
0.125,Matched terminal weighted e-BH,0,0.25,4,1217.75,316108
0.15,SAFE-ALPHA,0,0.3125,5,783,316108
0.15,Matched terminal weighted e-BH,0,0.3125,5,1223,316108
0.175,SAFE-ALPHA,0,0.3125,5,780,316108
0.175,Matched terminal weighted e-BH,0,0.3125,5,1223,316108
0.2,SAFE-ALPHA,0,0.3125,5,753,316108
0.2,Matched terminal weighted e-BH,0,0.3125,5,1223,316108
0.01,SAFE-ALPHA,0,0.5,8,957.25,316109
0.01,Matched terminal weighted e-BH,0,0.25,4,1202.75,316109
0.025,SAFE-ALPHA,0,0.5,8,901.625,316109
0.025,Matched terminal weighted e-BH,0,0.375,6,1181.5,316109
0.05,SAFE-ALPHA,0,0.8125,13,811.769230769,316109
0.05,Matched terminal weighted e-BH,0,0.5,8,1187.75,316109
0.075,SAFE-ALPHA,0,0.875,14,772.071428571,316109
0.075,Matched terminal weighted e-BH,0,0.5625,9,1177.33333333,316109
0.1,SAFE-ALPHA,0,0.9375,15,655,316109
0.1,Matched terminal weighted e-BH,0,0.8125,13,1137.84615385,316109
0.125,SAFE-ALPHA,0,0.9375,15,649.333333333,316109
0.125,Matched terminal weighted e-BH,0,0.8125,13,1137.84615385,316109
0.15,SAFE-ALPHA,0,0.9375,15,625,316109
0.15,Matched terminal weighted e-BH,0,0.8125,13,1137.84615385,316109
0.175,SAFE-ALPHA,0,0.9375,15,581,316109
0.175,Matched terminal weighted e-BH,0,0.8125,13,1137.84615385,316109
0.2,SAFE-ALPHA,0,0.9375,15,569.333333333,316109
0.2,Matched terminal weighted e-BH,0,0.8125,13,1137.84615385,316109
0.01,SAFE-ALPHA,0,0.5,8,927.25,316110
0.01,Matched terminal weighted e-BH,0,0.5,8,1193.375,316110
0.025,SAFE-ALPHA,0,0.625,10,895,316110
0.025,Matched terminal weighted e-BH,0,0.625,10,1175,316110
0.05,SAFE-ALPHA,0,0.75,12,741.416666667,316110
0.05,Matched terminal weighted e-BH,0,0.75,12,1166.5,316110
0.075,SAFE-ALPHA,0,0.75,12,686.833333333,316110
0.075,Matched terminal weighted e-BH,0,0.75,12,1166.5,316110
0.1,SAFE-ALPHA,0,0.75,12,639.333333333,316110
0.1,Matched terminal weighted e-BH,0,0.75,12,1166.5,316110
0.125,SAFE-ALPHA,0,0.75,12,621,316110
0.125,Matched terminal weighted e-BH,0,0.75,12,1166.5,316110
0.15,SAFE-ALPHA,0,0.75,12,573.5,316110
0.15,Matched terminal weighted e-BH,0,0.75,12,1166.5,316110
0.175,SAFE-ALPHA,0,0.75,12,567.25,316110
0.175,Matched terminal weighted e-BH,0,0.75,12,1166.5,316110
0.2,SAFE-ALPHA,0,0.8125,13,580.846153846,316110
0.2,Matched terminal weighted e-BH,0,0.8125,13,1158.61538462,316110
0.01,SAFE-ALPHA,0,0.625,10,928,316111
0.01,Matched terminal weighted e-BH,0,0.5625,9,1140.66666667,316111
0.025,SAFE-ALPHA,0,0.8125,13,789.846153846,316111
0.025,Matched terminal weighted e-BH,0,0.6875,11,1145.81818182,316111
0.05,SAFE-ALPHA,0,0.8125,13,704.076923077,316111
0.05,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.075,SAFE-ALPHA,0,0.8125,13,617.923076923,316111
0.075,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.1,SAFE-ALPHA,0,0.8125,13,601.769230769,316111
0.1,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.125,SAFE-ALPHA,0,0.8125,13,579.461538462,316111
0.125,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.15,SAFE-ALPHA,0,0.8125,13,571.769230769,316111
0.15,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.175,SAFE-ALPHA,0,0.8125,13,564.461538462,316111
0.175,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.2,SAFE-ALPHA,0,0.8125,13,557.923076923,316111
0.2,Matched terminal weighted e-BH,0,0.8125,13,1147.07692308,316111
0.01,SAFE-ALPHA,0,0.125,2,1168.5,316112
0.01,Matched terminal weighted e-BH,0,0.125,2,1191.5,316112
0.025,SAFE-ALPHA,0,0.375,6,661,316112
0.025,Matched terminal weighted e-BH,0,0.125,2,1191.5,316112
0.05,SAFE-ALPHA,0,0.375,6,561,316112
0.05,Matched terminal weighted e-BH,0,0.25,4,1172.75,316112
0.075,SAFE-ALPHA,0,0.4375,7,614.571428571,316112
0.075,Matched terminal weighted e-BH,0,0.25,4,1172.75,316112
0.1,SAFE-ALPHA,0,0.4375,7,585.285714286,316112
0.1,Matched terminal weighted e-BH,0,0.25,4,1172.75,316112
0.125,SAFE-ALPHA,0,0.4375,7,573.857142857,316112
0.125,Matched terminal weighted e-BH,0,0.375,6,1196.5,316112
0.15,SAFE-ALPHA,0,0.4375,7,511,316112
0.15,Matched terminal weighted e-BH,0,0.375,6,1196.5,316112
0.175,SAFE-ALPHA,0,0.5,8,511.625,316112
0.175,Matched terminal weighted e-BH,0,0.375,6,1196.5,316112
0.2,SAFE-ALPHA,0,0.5,8,440.375,316112
0.2,Matched terminal weighted e-BH,0,0.375,6,1196.5,316112
0.01,SAFE-ALPHA,0,0.125,2,546,316113
0.01,Matched terminal weighted e-BH,0,0.125,2,1251.5,316113
0.025,SAFE-ALPHA,0,0.25,4,842.25,316113
0.025,Matched terminal weighted e-BH,0,0.1875,3,1224,316113
0.05,SAFE-ALPHA,0,0.5,8,929.5,316113
0.05,Matched terminal weighted e-BH,0,0.5,8,1197.125,316113
0.075,SAFE-ALPHA,0,0.5,8,687.875,316113
0.075,Matched terminal weighted e-BH,0,0.5,8,1197.125,316113
0.1,SAFE-ALPHA,0,0.5625,9,713.222222222,316113
0.1,Matched terminal weighted e-BH,0,0.5625,9,1184,316113
0.125,SAFE-ALPHA,0,0.5625,9,703.777777778,316113
0.125,Matched terminal weighted e-BH,0,0.5625,9,1184,316113
0.15,SAFE-ALPHA,0,0.625,10,663.5,316113
0.15,Matched terminal weighted e-BH,0,0.5625,9,1184,316113
0.175,SAFE-ALPHA,0,0.625,10,656.5,316113
0.175,Matched terminal weighted e-BH,0,0.5625,9,1184,316113
0.2,SAFE-ALPHA,0,0.6875,11,688.272727273,316113
0.2,Matched terminal weighted e-BH,0,0.5625,9,1184,316113
0.01,SAFE-ALPHA,0,0.4375,7,963.142857143,316114
0.01,Matched terminal weighted e-BH,0,0.1875,3,1199,316114
0.025,SAFE-ALPHA,0,0.6875,11,914.636363636,316114
0.025,Matched terminal weighted e-BH,0,0.5625,9,1190.66666667,316114
0.05,SAFE-ALPHA,0,0.75,12,776.833333333,316114
0.05,Matched terminal weighted e-BH,0,0.625,10,1184,316114
0.075,SAFE-ALPHA,0,0.75,12,700.166666667,316114
0.075,Matched terminal weighted e-BH,0,0.6875,11,1182.63636364,316114
0.1,SAFE-ALPHA,0,0.75,12,611.416666667,316114
0.1,Matched terminal weighted e-BH,0,0.75,12,1174,316114
0.125,SAFE-ALPHA,0,0.75,12,596.416666667,316114
0.125,Matched terminal weighted e-BH,0,0.75,12,1174,316114
0.15,SAFE-ALPHA,0,0.75,12,538.5,316114
0.15,Matched terminal weighted e-BH,0,0.75,12,1174,316114
0.175,SAFE-ALPHA,0,0.75,12,502.666666667,316114
0.175,Matched terminal weighted e-BH,0,0.75,12,1174,316114
0.2,SAFE-ALPHA,0,0.8125,13,530.615384615,316114
0.2,Matched terminal weighted e-BH,0,0.75,12,1174,316114
0.01,SAFE-ALPHA,0,0.0625,1,1259,316115
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316115
0.025,SAFE-ALPHA,0,0.3125,5,970,316115
0.025,Matched terminal weighted e-BH,0,0.1875,3,1214,316115
0.05,SAFE-ALPHA,0,0.3125,5,896,316115
0.05,Matched terminal weighted e-BH,0,0.3125,5,1196,316115
0.075,SAFE-ALPHA,0,0.3125,5,869,316115
0.075,Matched terminal weighted e-BH,0,0.3125,5,1196,316115
0.1,SAFE-ALPHA,0,0.4375,7,841,316115
0.1,Matched terminal weighted e-BH,0,0.3125,5,1196,316115
0.125,SAFE-ALPHA,0,0.4375,7,746.714285714,316115
0.125,Matched terminal weighted e-BH,0,0.3125,5,1196,316115
0.15,SAFE-ALPHA,0,0.4375,7,743.857142857,316115
0.15,Matched terminal weighted e-BH,0,0.375,6,1196.5,316115
0.175,SAFE-ALPHA,0,0.4375,7,672.428571429,316115
0.175,Matched terminal weighted e-BH,0,0.375,6,1196.5,316115
0.2,SAFE-ALPHA,0,0.5,8,669.125,316115
0.2,Matched terminal weighted e-BH,0,0.375,6,1196.5,316115
0.01,SAFE-ALPHA,0,0.5625,9,966.333333333,316116
0.01,Matched terminal weighted e-BH,0,0.5625,9,1189,316116
0.025,SAFE-ALPHA,0,0.5625,9,910.444444444,316116
0.025,Matched terminal weighted e-BH,0,0.5625,9,1189,316116
0.05,SAFE-ALPHA,0,0.625,10,877,316116
0.05,Matched terminal weighted e-BH,0,0.625,10,1187,316116
0.075,SAFE-ALPHA,0,0.8125,13,786.769230769,316116
0.075,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316116
0.1,SAFE-ALPHA,0,0.8125,13,751.769230769,316116
0.1,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316116
0.125,SAFE-ALPHA,0,0.875,14,697.285714286,316116
0.125,Matched terminal weighted e-BH,0,0.875,14,1161.5,316116
0.15,SAFE-ALPHA,0,0.875,14,668.857142857,316116
0.15,Matched terminal weighted e-BH,0,0.875,14,1161.5,316116
0.175,SAFE-ALPHA,0,0.875,14,653.142857143,316116
0.175,Matched terminal weighted e-BH,0,0.875,14,1161.5,316116
0.2,SAFE-ALPHA,0,0.875,14,643.5,316116
0.2,Matched terminal weighted e-BH,0,0.875,14,1161.5,316116
0.01,SAFE-ALPHA,0,0.625,10,726.5,316117
0.01,Matched terminal weighted e-BH,0,0.625,10,1184,316117
0.025,SAFE-ALPHA,0,0.6875,11,670.090909091,316117
0.025,Matched terminal weighted e-BH,0,0.625,10,1184,316117
0.05,SAFE-ALPHA,0,0.75,12,658.083333333,316117
0.05,Matched terminal weighted e-BH,0,0.75,12,1176.5,316117
0.075,SAFE-ALPHA,0,0.75,12,589.333333333,316117
0.075,Matched terminal weighted e-BH,0,0.75,12,1176.5,316117
0.1,SAFE-ALPHA,0,0.75,12,547.666666667,316117
0.1,Matched terminal weighted e-BH,0,0.75,12,1176.5,316117
0.125,SAFE-ALPHA,0,0.75,12,494.75,316117
0.125,Matched terminal weighted e-BH,0,0.75,12,1176.5,316117
0.15,SAFE-ALPHA,0,0.875,14,568.142857143,316117
0.15,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316117
0.175,SAFE-ALPHA,0,0.875,14,549.928571429,316117
0.175,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316117
0.2,SAFE-ALPHA,0,0.9375,15,537.666666667,316117
0.2,Matched terminal weighted e-BH,0,0.9375,15,1148,316117
0.01,SAFE-ALPHA,0,1,16,636.9375,316118
0.01,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.025,SAFE-ALPHA,0,1,16,586,316118
0.025,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.05,SAFE-ALPHA,0,1,16,543.5,316118
0.05,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.075,SAFE-ALPHA,0,1,16,517.25,316118
0.075,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.1,SAFE-ALPHA,0,1,16,507.875,316118
0.1,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.125,SAFE-ALPHA,0,1,16,497.25,316118
0.125,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.15,SAFE-ALPHA,0,1,16,476.9375,316118
0.15,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.175,SAFE-ALPHA,0,1,16,460.0625,316118
0.175,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.2,SAFE-ALPHA,0,1,16,452.875,316118
0.2,Matched terminal weighted e-BH,0,1,16,1143.6875,316118
0.01,SAFE-ALPHA,0,0.3125,5,952,316119
0.01,Matched terminal weighted e-BH,0,0.1875,3,1204,316119
0.025,SAFE-ALPHA,0,0.5,8,841,316119
0.025,Matched terminal weighted e-BH,0,0.3125,5,1172,316119
0.05,SAFE-ALPHA,0,0.625,10,755.5,316119
0.05,Matched terminal weighted e-BH,0,0.5625,9,1190.66666667,316119
0.075,SAFE-ALPHA,0,0.75,12,744.75,316119
0.075,Matched terminal weighted e-BH,0,0.625,10,1187,316119
0.1,SAFE-ALPHA,0,0.75,12,698.5,316119
0.1,Matched terminal weighted e-BH,0,0.625,10,1187,316119
0.125,SAFE-ALPHA,0,0.75,12,642.25,316119
0.125,Matched terminal weighted e-BH,0,0.75,12,1174,316119
0.15,SAFE-ALPHA,0,0.75,12,608.916666667,316119
0.15,Matched terminal weighted e-BH,0,0.75,12,1174,316119
0.175,SAFE-ALPHA,0,0.75,12,600.583333333,316119
0.175,Matched terminal weighted e-BH,0,0.75,12,1174,316119
0.2,SAFE-ALPHA,0,0.75,12,589.333333333,316119
0.2,Matched terminal weighted e-BH,0,0.75,12,1174,316119
0.01,SAFE-ALPHA,0,0.5625,9,912.666666667,316120
0.01,Matched terminal weighted e-BH,0,0.5,8,1180.25,316120
0.025,SAFE-ALPHA,0,0.625,10,769.3,316120
0.025,Matched terminal weighted e-BH,0,0.625,10,1166,316120
0.05,SAFE-ALPHA,0,0.875,14,754.928571429,316120
0.05,Matched terminal weighted e-BH,0,0.8125,13,1149.38461538,316120
0.075,SAFE-ALPHA,0,0.875,14,710.285714286,316120
0.075,Matched terminal weighted e-BH,0,0.875,14,1151.85714286,316120
0.1,SAFE-ALPHA,0,0.9375,15,654.533333333,316120
0.1,Matched terminal weighted e-BH,0,0.9375,15,1141,316120
0.125,SAFE-ALPHA,0,0.9375,15,646,316120
0.125,Matched terminal weighted e-BH,0,0.9375,15,1141,316120
0.15,SAFE-ALPHA,0,0.9375,15,598.333333333,316120
0.15,Matched terminal weighted e-BH,0,0.9375,15,1141,316120
0.175,SAFE-ALPHA,0,0.9375,15,592.333333333,316120
0.175,Matched terminal weighted e-BH,0,0.9375,15,1141,316120
0.2,SAFE-ALPHA,0,0.9375,15,553.333333333,316120
0.2,Matched terminal weighted e-BH,0,0.9375,15,1141,316120
0.01,SAFE-ALPHA,0,0.1875,3,1029.33333333,316121
0.01,Matched terminal weighted e-BH,0,0.1875,3,1244,316121
0.025,SAFE-ALPHA,0,0.1875,3,994.333333333,316121
0.025,Matched terminal weighted e-BH,0,0.1875,3,1244,316121
0.05,SAFE-ALPHA,0,0.25,4,831,316121
0.05,Matched terminal weighted e-BH,0,0.1875,3,1244,316121
0.075,SAFE-ALPHA,0,0.3125,5,883,316121
0.075,Matched terminal weighted e-BH,0,0.3125,5,1202,316121
0.1,SAFE-ALPHA,0,0.3125,5,867,316121
0.1,Matched terminal weighted e-BH,0,0.3125,5,1202,316121
0.125,SAFE-ALPHA,0,0.4375,7,798.571428571,316121
0.125,Matched terminal weighted e-BH,0,0.375,6,1171.5,316121
0.15,SAFE-ALPHA,0,0.5,8,812.25,316121
0.15,Matched terminal weighted e-BH,0,0.375,6,1171.5,316121
0.175,SAFE-ALPHA,0,0.5,8,790.375,316121
0.175,Matched terminal weighted e-BH,0,0.375,6,1171.5,316121
0.2,SAFE-ALPHA,0,0.5625,9,826.333333333,316121
0.2,Matched terminal weighted e-BH,0,0.375,6,1171.5,316121
0.01,SAFE-ALPHA,0,0.5625,9,721,316122
0.01,Matched terminal weighted e-BH,0,0.25,4,1221.5,316122
0.025,SAFE-ALPHA,0,0.625,10,620.5,316122
0.025,Matched terminal weighted e-BH,0,0.375,6,1201.5,316122
0.05,SAFE-ALPHA,0,0.6875,11,541.909090909,316122
0.05,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.075,SAFE-ALPHA,0,0.75,12,524.333333333,316122
0.075,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.1,SAFE-ALPHA,0,0.75,12,506.416666667,316122
0.1,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.125,SAFE-ALPHA,0,0.75,12,484.75,316122
0.125,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.15,SAFE-ALPHA,0,0.8125,13,445.615384615,316122
0.15,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.175,SAFE-ALPHA,0,0.8125,13,409.461538462,316122
0.175,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.2,SAFE-ALPHA,0,0.8125,13,379.461538462,316122
0.2,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,316122
0.01,SAFE-ALPHA,0,0.0625,1,516,316123
0.01,Matched terminal weighted e-BH,0,0,0,,316123
0.025,SAFE-ALPHA,0,0.1875,3,871,316123
0.025,Matched terminal weighted e-BH,0,0,0,,316123
0.05,SAFE-ALPHA,0,0.375,6,940.166666667,316123
0.05,Matched terminal weighted e-BH,0,0.1875,3,1239,316123
0.075,SAFE-ALPHA,0,0.4375,7,793.857142857,316123
0.075,Matched terminal weighted e-BH,0,0.1875,3,1239,316123
0.1,SAFE-ALPHA,0,0.4375,7,779.571428571,316123
0.1,Matched terminal weighted e-BH,0,0.3125,5,1208,316123
0.125,SAFE-ALPHA,0,0.4375,7,702.428571429,316123
0.125,Matched terminal weighted e-BH,0,0.375,6,1201.5,316123
0.15,SAFE-ALPHA,0,0.4375,7,701,316123
0.15,Matched terminal weighted e-BH,0,0.4375,7,1201.14285714,316123
0.175,SAFE-ALPHA,0,0.5,8,636.625,316123
0.175,Matched terminal weighted e-BH,0,0.4375,7,1201.14285714,316123
0.2,SAFE-ALPHA,0,0.6875,11,674.636363636,316123
0.2,Matched terminal weighted e-BH,0,0.4375,7,1201.14285714,316123
0.01,SAFE-ALPHA,0,0.3125,5,569,316124
0.01,Matched terminal weighted e-BH,0,0.3125,5,1196,316124
0.025,SAFE-ALPHA,0,0.3125,5,500,316124
0.025,Matched terminal weighted e-BH,0,0.3125,5,1196,316124
0.05,SAFE-ALPHA,0,0.375,6,449.333333333,316124
0.05,Matched terminal weighted e-BH,0,0.3125,5,1196,316124
0.075,SAFE-ALPHA,0,0.375,6,422.666666667,316124
0.075,Matched terminal weighted e-BH,0,0.3125,5,1196,316124
0.1,SAFE-ALPHA,0,0.5625,9,535.444444444,316124
0.1,Matched terminal weighted e-BH,0,0.3125,5,1196,316124
0.125,SAFE-ALPHA,0,0.5625,9,533.222222222,316124
0.125,Matched terminal weighted e-BH,0,0.3125,5,1196,316124
0.15,SAFE-ALPHA,0,0.75,12,491.25,316124
0.15,Matched terminal weighted e-BH,0,0.375,6,1184,316124
0.175,SAFE-ALPHA,0,0.75,12,433.916666667,316124
0.175,Matched terminal weighted e-BH,0,0.4375,7,1162.57142857,316124
0.2,SAFE-ALPHA,0,0.75,12,430.583333333,316124
0.2,Matched terminal weighted e-BH,0,0.5,8,1161.5,316124
0.01,SAFE-ALPHA,0,0.0625,1,541,316125
0.01,Matched terminal weighted e-BH,0,0,0,,316125
0.025,SAFE-ALPHA,0,0.5,8,534.125,316125
0.025,Matched terminal weighted e-BH,0,0.125,2,1184,316125
0.05,SAFE-ALPHA,0,0.5,8,501.625,316125
0.05,Matched terminal weighted e-BH,0,0.125,2,1184,316125
0.075,SAFE-ALPHA,0,0.5625,9,478.222222222,316125
0.075,Matched terminal weighted e-BH,0,0.25,4,1187.75,316125
0.1,SAFE-ALPHA,0,0.5625,9,471,316125
0.1,Matched terminal weighted e-BH,0,0.25,4,1187.75,316125
0.125,SAFE-ALPHA,0,0.625,10,471,316125
0.125,Matched terminal weighted e-BH,0,0.25,4,1187.75,316125
0.15,SAFE-ALPHA,0,0.625,10,426,316125
0.15,Matched terminal weighted e-BH,0,0.25,4,1187.75,316125
0.175,SAFE-ALPHA,0,0.625,10,404,316125
0.175,Matched terminal weighted e-BH,0,0.25,4,1187.75,316125
0.2,SAFE-ALPHA,0,0.625,10,402,316125
0.2,Matched terminal weighted e-BH,0,0.25,4,1187.75,316125
0.01,SAFE-ALPHA,0,0.25,4,987.25,316126
0.01,Matched terminal weighted e-BH,0,0.1875,3,1244,316126
0.025,SAFE-ALPHA,0,0.4375,7,871,316126
0.025,Matched terminal weighted e-BH,0,0.375,6,1209,316126
0.05,SAFE-ALPHA,0,0.5,8,760.375,316126
0.05,Matched terminal weighted e-BH,0,0.375,6,1209,316126
0.075,SAFE-ALPHA,0,0.5,8,660.375,316126
0.075,Matched terminal weighted e-BH,0,0.5,8,1200.875,316126
0.1,SAFE-ALPHA,0,0.625,10,710.5,316126
0.1,Matched terminal weighted e-BH,0,0.5625,9,1192.33333333,316126
0.125,SAFE-ALPHA,0,0.6875,11,740.090909091,316126
0.125,Matched terminal weighted e-BH,0,0.625,10,1178,316126
0.15,SAFE-ALPHA,0,0.75,12,733.083333333,316126
0.15,Matched terminal weighted e-BH,0,0.625,10,1178,316126
0.175,SAFE-ALPHA,0,0.75,12,714.333333333,316126
0.175,Matched terminal weighted e-BH,0,0.75,12,1166.5,316126
0.2,SAFE-ALPHA,0,0.75,12,678.916666667,316126
0.2,Matched terminal weighted e-BH,0,0.75,12,1166.5,316126
0.01,SAFE-ALPHA,0,0.0625,1,821,316127
0.01,Matched terminal weighted e-BH,0,0,0,,316127
0.025,SAFE-ALPHA,0,0.125,2,723.5,316127
0.025,Matched terminal weighted e-BH,0,0,0,,316127
0.05,SAFE-ALPHA,0,0.1875,3,787.666666667,316127
0.05,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.075,SAFE-ALPHA,0,0.1875,3,771,316127
0.075,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.1,SAFE-ALPHA,0,0.1875,3,747.666666667,316127
0.1,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.125,SAFE-ALPHA,0,0.1875,3,582.666666667,316127
0.125,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.15,SAFE-ALPHA,0,0.1875,3,572.666666667,316127
0.15,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.175,SAFE-ALPHA,0,0.1875,3,569.333333333,316127
0.175,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.2,SAFE-ALPHA,0,0.1875,3,552.666666667,316127
0.2,Matched terminal weighted e-BH,0,0.0625,1,1244,316127
0.01,SAFE-ALPHA,0,0.0625,1,686,316128
0.01,Matched terminal weighted e-BH,0,0,0,,316128
0.025,SAFE-ALPHA,0,0.0625,1,671,316128
0.025,Matched terminal weighted e-BH,0,0,0,,316128
0.05,SAFE-ALPHA,0,0.0625,1,541,316128
0.05,Matched terminal weighted e-BH,0,0.0625,1,1244,316128
0.075,SAFE-ALPHA,0,0.125,2,841,316128
0.075,Matched terminal weighted e-BH,0,0.0625,1,1244,316128
0.1,SAFE-ALPHA,0,0.1875,3,842.666666667,316128
0.1,Matched terminal weighted e-BH,0,0.125,2,1206.5,316128
0.125,SAFE-ALPHA,0,0.1875,3,837.666666667,316128
0.125,Matched terminal weighted e-BH,0,0.125,2,1206.5,316128
0.15,SAFE-ALPHA,0,0.5,8,1024.75,316128
0.15,Matched terminal weighted e-BH,0,0.125,2,1206.5,316128
0.175,SAFE-ALPHA,0,0.5,8,1011,316128
