design,annual_sharpe,correlation,seed,rank_bin,true_proposals,true_promotions
campaign75-fixed-daily,1.5,0.5,316144,36-50,0,0
telescoping-fixed,1.5,0.5,316145,1-5,5,5
telescoping-fixed,1.5,0.5,316145,6-10,5,4
telescoping-fixed,1.5,0.5,316145,11-20,6,4
telescoping-fixed,1.5,0.5,316145,21-35,0,0
telescoping-fixed,1.5,0.5,316145,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316145,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316145,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316145,11-20,6,4
campaign75-fixed-daily,1.5,0.5,316145,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316145,36-50,0,0
telescoping-fixed,1.5,0.5,316146,1-5,5,2
telescoping-fixed,1.5,0.5,316146,6-10,5,1
telescoping-fixed,1.5,0.5,316146,11-20,5,0
telescoping-fixed,1.5,0.5,316146,21-35,1,0
telescoping-fixed,1.5,0.5,316146,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316146,1-5,5,1
campaign75-fixed-daily,1.5,0.5,316146,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316146,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316146,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316146,36-50,0,0
telescoping-fixed,1.5,0.5,316147,1-5,5,5
telescoping-fixed,1.5,0.5,316147,6-10,4,4
telescoping-fixed,1.5,0.5,316147,11-20,6,4
telescoping-fixed,1.5,0.5,316147,21-35,1,1
telescoping-fixed,1.5,0.5,316147,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316147,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316147,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316147,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316147,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316147,36-50,0,0
telescoping-fixed,1.5,0.5,316148,1-5,5,4
telescoping-fixed,1.5,0.5,316148,6-10,5,3
telescoping-fixed,1.5,0.5,316148,11-20,6,1
telescoping-fixed,1.5,0.5,316148,21-35,0,0
telescoping-fixed,1.5,0.5,316148,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316148,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316148,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316148,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316148,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316148,36-50,0,0
telescoping-fixed,1.5,0.5,316149,1-5,5,4
telescoping-fixed,1.5,0.5,316149,6-10,4,1
telescoping-fixed,1.5,0.5,316149,11-20,7,0
telescoping-fixed,1.5,0.5,316149,21-35,0,0
telescoping-fixed,1.5,0.5,316149,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316149,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316149,6-10,4,2
campaign75-fixed-daily,1.5,0.5,316149,11-20,7,4
campaign75-fixed-daily,1.5,0.5,316149,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316149,36-50,0,0
telescoping-fixed,1.5,0.5,316150,1-5,5,5
telescoping-fixed,1.5,0.5,316150,6-10,5,4
telescoping-fixed,1.5,0.5,316150,11-20,6,3
telescoping-fixed,1.5,0.5,316150,21-35,0,0
telescoping-fixed,1.5,0.5,316150,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316150,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316150,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316150,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316150,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316150,36-50,0,0
telescoping-fixed,1.5,0.5,316151,1-5,5,5
telescoping-fixed,1.5,0.5,316151,6-10,5,2
telescoping-fixed,1.5,0.5,316151,11-20,5,0
telescoping-fixed,1.5,0.5,316151,21-35,1,0
telescoping-fixed,1.5,0.5,316151,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316151,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316151,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316151,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316151,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316151,36-50,0,0
telescoping-fixed,1.5,0.5,316152,1-5,5,2
telescoping-fixed,1.5,0.5,316152,6-10,5,3
telescoping-fixed,1.5,0.5,316152,11-20,6,2
telescoping-fixed,1.5,0.5,316152,21-35,0,0
telescoping-fixed,1.5,0.5,316152,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316152,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316152,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316152,11-20,6,2
campaign75-fixed-daily,1.5,0.5,316152,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316152,36-50,0,0
telescoping-fixed,1.5,0.5,316153,1-5,5,5
telescoping-fixed,1.5,0.5,316153,6-10,5,4
telescoping-fixed,1.5,0.5,316153,11-20,5,0
telescoping-fixed,1.5,0.5,316153,21-35,1,0
telescoping-fixed,1.5,0.5,316153,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316153,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316153,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316153,11-20,5,1
campaign75-fixed-daily,1.5,0.5,316153,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316153,36-50,0,0
telescoping-fixed,1.5,0.5,316154,1-5,5,5
telescoping-fixed,1.5,0.5,316154,6-10,5,5
telescoping-fixed,1.5,0.5,316154,11-20,6,3
telescoping-fixed,1.5,0.5,316154,21-35,0,0
telescoping-fixed,1.5,0.5,316154,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316154,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316154,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316154,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316154,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316154,36-50,0,0
telescoping-fixed,1.5,0.5,316155,1-5,5,4
telescoping-fixed,1.5,0.5,316155,6-10,5,4
telescoping-fixed,1.5,0.5,316155,11-20,6,3
telescoping-fixed,1.5,0.5,316155,21-35,0,0
telescoping-fixed,1.5,0.5,316155,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316155,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316155,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316155,11-20,6,4
campaign75-fixed-daily,1.5,0.5,316155,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316155,36-50,0,0
telescoping-fixed,1.5,0.5,316156,1-5,5,5
telescoping-fixed,1.5,0.5,316156,6-10,5,4
telescoping-fixed,1.5,0.5,316156,11-20,6,5
telescoping-fixed,1.5,0.5,316156,21-35,0,0
telescoping-fixed,1.5,0.5,316156,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316156,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316156,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316156,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316156,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316156,36-50,0,0
telescoping-fixed,1.5,0.5,316157,1-5,5,4
telescoping-fixed,1.5,0.5,316157,6-10,5,4
telescoping-fixed,1.5,0.5,316157,11-20,5,1
telescoping-fixed,1.5,0.5,316157,21-35,1,0
telescoping-fixed,1.5,0.5,316157,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316157,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316157,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316157,11-20,5,4
campaign75-fixed-daily,1.5,0.5,316157,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316157,36-50,0,0
telescoping-fixed,1.5,0.5,316158,1-5,5,5
telescoping-fixed,1.5,0.5,316158,6-10,5,5
telescoping-fixed,1.5,0.5,316158,11-20,5,4
telescoping-fixed,1.5,0.5,316158,21-35,0,0
telescoping-fixed,1.5,0.5,316158,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316158,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316158,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316158,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316158,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316158,36-50,1,1
